"Player","Year","Team","Cap.Number","Cash.Spent","Rank","ATT","YDS","Y.A","LG","X20.","TD","REC","TGT","YDS.1","Y.R","TD.1","FL","G","FPTS","FPTS.G","ROST"
"Kyren Williams",2023,"Rams","$947,602",870000,4,228,1144,5,56,7,12,32,48,206,6.4,3,2,12,223,18.6,"99.6%"
"La'Mical Perine",2021,"Jets","$966,336",780000,137,8,31,3.9,14,0,0,0,0,0,0,0,0,2,3.1,1.6,"0.0%"
"La'Mical Perine",2022,"Dolphins","$138,000",138000,160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"La'Mical Perine",2023,"Chiefs","$156,667",156667,100,22,77,3.5,10,0,0,3,5,33,11,0,0,5,11,2.2,"0.0%"
"Lamar Miller",2020,"Commanders","$132,353",185294,155,0,0,0,0,0,0,2,2,6,3,0,0,1,0.6,0.6,"0.0%"
"Larry Rountree III",2021,"Chargers","$703,941",835764,109,36,87,2.4,13,0,1,1,2,-1,-1,0,0,10,14.6,1.5,"0.0%"
"Larry Rountree III",2022,"Chargers","$171,999",171999,137,13,19,1.5,5,0,0,2,2,14,7,0,0,3,3.3,1.1,"0.0%"
"Latavius Murray",2020,"Saints","$4,050,000",3200000,32,146,656,4.5,36,3,4,23,26,176,7.7,1,0,15,113.2,7.5,"0.0%"
"Latavius Murray",2021,"Ravens","$1,075,000",1075000,42,119,501,4.2,46,3,6,10,13,75,7.5,0,0,14,93.6,6.7,"0.0%"
"Latavius Murray",2022,"Broncos","$696,111",871111,32,171,760,4.4,52,5,6,27,35,132,4.9,0,0,14,127.2,9.1,"0.0%"
"Latavius Murray",2023,"Bills","$1,092,500",1317500,53,79,300,3.8,29,2,4,17,22,119,7,0,0,16,65.9,4.1,"0.0%"
"Le'Veon Bell",2020,"Chiefs","$705,882",705882,62,82,328,4,16,0,2,16,20,138,8.6,0,0,11,58.6,5.3,"0.2%"
"Le'Veon Bell",2021,"Buccaneers","$141,667",179167,85,39,101,2.6,12,0,2,5,7,30,6,1,0,8,33.1,4.1,"0.2%"
"Leonard Fournette",2020,"Buccaneers","$2,500,000",2e+06,39,97,367,3.8,46,3,6,36,47,233,6.5,0,0,13,96,7.4,"4.0%"
"Leonard Fournette",2021,"Buccaneers","$3,250,000",3375000,11,180,812,4.5,47,5,8,69,84,454,6.6,2,0,14,186.6,13.3,"4.0%"
"Leonard Fournette",2022,"Buccaneers","$3,970,588",6970588,20,189,668,3.5,23,1,3,73,83,523,7.2,3,0,16,154.1,9.6,"4.0%"
"Leonard Fournette",2023,"Bills","$233,244",248800,117,12,40,3.3,9,0,0,0,0,0,0,0,0,2,4,2,"4.0%"
"LeSean McCoy",2020,"Buccaneers","$750,000",1050000,109,10,31,3.1,14,0,0,15,19,101,6.7,0,0,10,13.2,1.3,"2.0%"
"LeVante Bellamy",2020,"Broncos","$71,765",71765,146,4,11,2.8,8,0,0,1,1,5,5,0,0,5,1.6,0.3,"0.0%"
"Malcolm Brown",2020,"Rams","$1,312,500",1100000,45,101,419,4.1,19,0,5,23,33,162,7,0,1,16,86.1,5.4,"0.0%"
"Malcolm Brown",2021,"Dolphins","$1,750,000",1750000,100,33,125,3.8,24,1,1,3,5,10,3.3,0,0,6,19.5,3.3,"0.0%"
"Malcolm Brown",2022,"Rams","$198,889",230000,98,18,81,4.5,23,1,1,5,6,37,7.4,0,0,7,17.8,2.5,"0.0%"
"Malik Davis",2022,"Cowboys","$430,833",430833,84,38,161,4.2,23,2,1,6,7,63,10.5,0,0,6,28.4,4.7,"0.0%"
"Malik Davis",2023,"Cowboys","$324,999",324999,152,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"0.0%"
"Marlon Mack",2020,"Colts","$2,237,912",2133000,132,4,26,6.5,18,0,0,3,3,30,10,0,0,1,5.6,5.6,"0.0%"
"Marlon Mack",2021,"Colts","$2,000,000",2e+06,120,28,101,3.6,22,1,0,2,5,8,4,0,0,6,10.9,1.8,"0.0%"
"Marlon Mack",2023,"Cardinals","$500,000",550000,165,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"0.0%"
"Matt Breida",2020,"Dolphins","$3,259,000",3259000,80,59,254,4.3,24,1,0,9,10,96,10.7,0,1,12,33,2.8,"0.0%"
"Matt Breida",2021,"Bills","$915,000",1055000,82,26,125,4.8,28,1,1,7,9,72,10.3,2,1,7,35.7,5.1,"0.0%"
"Matt Breida",2022,"Giants","$1,047,500",1187500,70,54,220,4.1,18,0,1,20,25,118,5.9,0,0,17,39.8,2.3,"0.0%"
"Matt Breida",2023,"Giants","$1,400,000",1400000,72,55,151,2.7,9,0,1,17,21,88,5.2,0,0,17,29.9,1.8,"0.0%"
"Mekhi Sargent",2021,"Jaguars","$73,333",73333,156,5,11,2.2,3,0,0,0,1,0,0,0,0,5,1.1,0.2,"0.0%"
"Michael Carter",2021,"Jets","$821,006",1426526,30,147,639,4.3,55,3,4,36,55,325,9,0,1,14,118.4,8.5,"0.1%"
"Michael Carter",2022,"Jets","$1,026,840",825000,45,114,402,3.5,25,3,3,41,54,288,7,0,1,16,85,5.3,"0.1%"
"Michael Carter",2023,"Cardinals","$417,778",417778,69,30,187,6.2,21,1,0,24,31,101,4.2,1,0,15,34.8,2.3,"0.1%"
"Mike Boone",2020,"Vikings","$752,500",750000,110,11,59,5.4,19,0,1,2,2,10,5,0,0,16,12.9,0.8,"0.0%"
"Mike Boone",2021,"Broncos","$1,800,000",2600000,130,4,35,8.8,16,0,0,2,2,22,11,0,0,3,5.7,1.9,"0.0%"
"Mike Boone",2022,"Broncos","$2,050,000",1250000,93,24,102,4.3,18,0,0,9,15,96,10.7,0,0,8,19.8,2.5,"0.0%"
"Mike Boone",2023,"Panthers","$16,100",16100,113,5,23,4.6,11,0,0,7,9,40,5.7,0,0,9,6.3,0.7,"0.0%"
"Mike Davis",2020,"Panthers","$3,000,000",3e+06,18,165,642,3.9,25,2,6,59,70,373,6.3,2,1,15,147.5,9.8,"1.0%"
"Mike Davis",2021,"Falcons","$2,250,000",3e+06,39,138,503,3.6,18,0,3,44,58,259,5.9,1,3,17,94.2,5.5,"1.0%"
"Miles Sanders",2020,"Eagles","$1,218,234",738647,21,164,867,5.3,82,4,6,28,52,197,7,0,2,12,142.4,11.9,"6.0%"
"Miles Sanders",2021,"Eagles","$1,461,881",982294,43,137,754,5.5,38,7,0,26,34,158,6.1,0,1,12,91.2,7.6,"6.0%"
"Miles Sanders",2022,"Eagles","$1,705,528",1225941,10,259,1269,4.9,40,9,11,20,26,78,3.9,0,2,17,196.7,11.6,"6.0%"
"Miles Sanders",2023,"Panthers","$2,555,000",6980000,55,129,432,3.3,48,1,1,27,41,154,5.7,0,2,16,60.6,3.8,"6.0%"
"Mohamed Ibrahim",2023,"Lions","$173,667",173667,146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"Myles Gaskin",2020,"Dolphins","$637,953",616176,27,142,584,4.1,26,3,3,41,47,388,9.5,2,2,10,123.2,12.3,"0.0%"
"Myles Gaskin",2021,"Dolphins","$871,777",850000,28,173,612,3.5,30,2,3,49,63,234,4.8,4,1,17,124.6,7.3,"0.0%"
"Myles Gaskin",2022,"Dolphins","$2,561,777",2540000,128,10,26,2.6,10,0,0,4,6,28,7,0,0,2,5.4,2.7,"0.0%"
"Najee Harris",2021,"Steelers","$2,372,262",7509048,4,307,1200,3.9,37,6,7,74,94,467,6.3,3,0,17,226.7,13.3,"91.6%"
"Najee Harris",2022,"Steelers","$2,965,328",1253066,12,272,1034,3.8,36,1,7,41,53,229,5.6,3,2,17,182.5,10.7,"91.6%"
"Najee Harris",2023,"Steelers","$3,558,394",1846132,20,255,1035,4.1,25,8,8,29,38,170,5.9,0,1,17,166.5,9.8,"91.6%"
"Nate McCrary",2021,"Ravens","$165,467",165467,195,1,-1,-1,0,0,0,0,0,0,0,0,0,1,-0.1,-0.1,"0.0%"
"Nathan Cottrell",2020,"Jaguars","$215,294",215294,167,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,"0.0%"
"Nathan Cottrell",2021,"Jaguars","$283,733",283733,163,1,3,3,3,0,0,0,0,0,0,0,0,3,0.3,0.1,"0.0%"
"Nick Chubb",2020,"Browns","$2,013,571",1151190,9,190,1067,5.6,59,12,12,16,18,150,9.4,0,1,12,191.7,16,"86.9%"
"Nick Chubb",2021,"Browns","$4,782,381",12920000,7,228,1259,5.5,70,12,8,20,25,174,8.7,1,1,14,195.3,14,"86.9%"
"Nick Chubb",2022,"Browns","$5,213,059",4213059,5,302,1525,5,41,13,12,27,37,239,8.9,1,1,17,254.4,15,"86.9%"
"Nick Chubb",2023,"Browns","$14,850,000",10850000,86,28,170,6.1,20,1,0,4,4,21,5.3,0,0,2,19.1,9.6,"86.9%"
"Nyheim Hines",2020,"Colts","$931,137",750000,24,89,380,4.3,31,3,3,63,76,482,7.7,4,0,16,130.2,8.1,"0.1%"
"Nyheim Hines",2021,"Colts","$2,681,137",7e+06,56,56,276,4.9,34,2,2,40,57,310,7.8,1,2,17,72.6,4.3,"0.1%"
"Nyheim Hines",2022,"Bills","$2,045,833",2045833,62,24,33,1.4,9,0,1,30,37,241,8,1,0,16,51.4,3.2,"0.1%"
"Patrick Laird",2020,"Dolphins","$678,000",675000,114,13,72,5.5,17,0,0,10,12,68,6.8,0,1,16,12,0.8,"0.0%"
"Patrick Laird",2021,"Dolphins","$412,500",412500,144,1,4,4,4,0,0,3,3,17,5.7,0,0,3,2.1,0.7,"0.0%"
"Patrick Laird",2023,"Buccaneers","$370,800",370800,166,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"0.0%"
"Peyton Barber",2020,"Commanders","$1,360,000",1660000,68,94,258,2.7,15,0,4,4,7,12,3,0,0,16,51,3.2,"1.0%"
"Peyton Barber",2021,"Raiders","$850,000",990000,78,55,212,3.9,27,1,2,10,13,67,6.7,0,0,10,39.9,4,"1.0%"
"Phillip Lindsay",2020,"Broncos","$755,000",750000,61,118,502,4.3,55,6,1,7,14,28,4,0,0,11,59,5.4,"0.0%"
"Phillip Lindsay",2021,"Dolphins","$904,412",1080882,76,88,249,2.8,35,1,1,4,5,45,11.3,1,0,14,41.4,3,"0.0%"
"Pierre Strong Jr.",2022,"Patriots","$883,357",1418428,92,10,100,10,44,1,1,7,7,42,6,0,0,10,20.2,2,"0.4%"
"Pierre Strong Jr.",2023,"Browns","$870,000",870000,66,63,291,4.6,40,2,1,5,8,47,9.4,0,1,17,37.8,2.2,"0.4%"
"Pooka Williams Jr.",2021,"Bengals","$174,667",174667,166,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"Qadree Ollison",2020,"Falcons","$752,891",675000,159,1,3,3,3,0,0,0,0,0,0,0,0,3,0.3,0.1,"0.0%"
"Qadree Ollison",2021,"Falcons","$236,111",236111,107,21,105,5,19,0,1,4,6,12,3,0,1,6,15.7,2.6,"0.0%"
"Qadree Ollison",2022,"Cowboys","$333,333",333333,179,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"0.0%"
"Rachaad White",2022,"Buccaneers","$932,727",1615908,42,129,481,3.7,35,2,1,50,58,290,5.8,2,3,17,89.1,5.2,"92.2%"
"Rachaad White",2023,"Buccaneers","$1,165,909",938182,8,272,990,3.6,38,3,6,64,70,549,8.6,3,2,17,203.9,12,"92.2%"
"Raheem Blackshear",2022,"Panthers","$626,667",626667,75,23,77,3.3,16,0,3,10,12,93,9.3,0,1,13,33,2.5,"0.2%"
"Raheem Blackshear",2023,"Panthers","$870,000",870000,99,14,46,3.3,9,0,0,6,7,45,7.5,0,0,11,11.1,1,"0.2%"
"Raheem Mostert",2020,"49ers","$3,333,333",3e+06,47,104,521,5,80,2,2,16,19,156,9.8,1,1,8,83.7,10.5,"74.6%"
"Raheem Mostert",2021,"49ers","$3,608,334",3040625,146,2,20,10,11,0,0,0,0,0,0,0,0,1,2,2,"74.6%"
"Raheem Mostert",2022,"Dolphins","$2,113,235",3113235,27,181,891,4.9,67,6,3,31,42,202,6.5,2,1,16,137.3,8.6,"74.6%"
"Raheem Mostert",2023,"Dolphins","$2,187,941",3820882,2,209,1012,4.8,49,7,18,25,32,175,7,3,1,15,242.7,16.2,"74.6%"
"Rashaad Penny",2020,"Seahawks","$2,936,028",1458676,139,11,34,3.1,7,0,0,0,0,0,0,0,0,3,3.4,1.1,"0.0%"
"Rashaad Penny",2021,"Seahawks","$3,425,366",1948014,31,119,749,6.3,62,11,6,6,8,48,8,0,0,10,115.7,11.6,"0.0%"
"Rashaad Penny",2022,"Seahawks","$5,630,000",5270000,65,57,346,6.1,41,5,2,4,5,16,4,0,0,5,48.2,9.6,"0.0%"
"Rashaad Penny",2023,"Eagles","$1,230,000",1230000,118,11,33,3,7,0,0,1,1,5,5,0,0,3,3.8,1.3,"0.0%"
"Raymond Calais",2020,"Rams","$610,000",610000,163,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"0.0%"
"Reggie Bonnafon",2020,"Panthers","$200,000",2e+05,107,12,69,5.8,22,1,0,2,2,18,9,1,0,2,14.7,7.4,"0.0%"
"Reggie Bonnafon",2021,"Panthers","$212,799",212799,150,1,4,4,4,0,0,2,2,12,6,0,0,1,1.6,1.6,"0.0%"
"Reggie Bonnafon",2022,"Commanders","$49,722",49722,150,3,8,2.7,5,0,0,0,0,0,0,0,0,1,0.8,0.8,"0.0%"
"Rex Burkhead",2020,"Patriots","$2,925,000",2100000,48,67,274,4.1,18,0,3,25,33,192,7.7,3,0,10,82.6,8.3,"10.0%"
"Rex Burkhead",2021,"Texans","$1,985,294",2235294,55,122,427,3.5,36,2,3,25,32,186,7.4,0,0,15,79.3,5.3,"10.0%"
"Rex Burkhead",2022,"Texans","$2,476,471",1976471,73,26,80,3.1,9,0,0,37,51,204,5.5,1,0,15,34.4,2.3,"10.0%"
"Rhamondre Stevenson",2021,"Patriots","$847,265",1409060,36,133,606,4.6,21,1,5,14,18,123,8.8,0,1,12,100.9,8.4,"91.1%"
"Rhamondre Stevenson",2022,"Patriots","$1,012,265",825000,14,210,1040,5,49,7,5,69,88,421,6.1,1,1,17,180.1,10.6,"91.1%"
"Rhamondre Stevenson",2023,"Patriots","$1,127,265",940000,35,156,619,4,64,1,4,38,51,238,6.3,0,1,12,107.7,9,"91.1%"
"Rico Dowdle",2020,"Cowboys","$613,333",620000,143,7,24,3.4,7,0,0,0,0,0,0,0,0,15,2.4,0.2,"61.4%"
"Rico Dowdle",2022,"Cowboys","$828,334",825000,166,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"61.4%"
"Rico Dowdle",2023,"Cowboys","$1,040,000",1040000,47,89,361,4.1,21,2,2,17,22,144,8.5,2,0,16,74.5,4.7,"61.4%"
"Rodney Smith",2020,"Panthers","$287,059",287059,86,41,156,3.8,13,0,1,9,11,59,6.6,0,0,7,27.5,3.9,"0.0%"
"Ronald Jones II",2020,"Buccaneers","$1,928,707",1122902,15,192,978,5.1,98,6,7,28,42,165,5.9,1,2,14,158.3,11.3,"0.0%"
"Ronald Jones II",2021,"Buccaneers","$2,250,158",1444353,58,101,428,4.2,30,1,4,10,13,64,6.4,0,2,15,69.2,4.6,"0.0%"
"Ronald Jones II",2022,"Chiefs","$1,500,000",1500000,103,17,70,4.1,13,0,1,1,1,22,22,0,0,5,15.2,3,"0.0%"
"Ronnie Rivers",2022,"Rams","$274,167",274167,132,9,21,2.3,5,0,0,5,5,29,5.8,0,0,2,5,2.5,"0.1%"
"Ronnie Rivers",2023,"Rams","$694,444",694444,92,32,129,4,10,0,0,5,5,22,4.4,0,0,9,15.1,1.7,"0.1%"
"Roschon Johnson",2023,"Bears","$942,172",1518688,51,81,352,4.3,29,2,2,34,40,209,6.1,0,0,15,68.1,4.5,"15.4%"
"Royce Freeman",2020,"Broncos","$1,081,255",832000,88,35,170,4.9,23,2,0,12,13,81,6.8,0,0,16,25.1,1.6,"0.1%"
"Royce Freeman",2021,"Texans","$485,000",485000,94,56,169,3,13,0,0,10,16,77,7.7,0,0,12,24.6,2.1,"0.1%"
"Royce Freeman",2022,"Texans","$230,000",230000,110,41,117,2.9,11,0,0,6,8,33,5.5,0,1,5,13,2.6,"0.1%"
"Royce Freeman",2023,"Rams","$626,667",720000,61,77,319,4.1,23,1,2,1,2,13,13,0,0,11,45.2,4.1,"0.1%"
"Ryan Nall",2020,"Bears","$675,000",675000,112,3,0,0,0,0,0,8,9,67,8.4,1,0,15,12.7,0.8,"0.0%"
"Ryan Nall",2021,"Bears","$613,889",613889,159,1,4,4,4,0,0,1,1,4,4,0,0,5,0.8,0.2,"0.0%"
"Ryquell Armstead",2021,"Jaguars","$141,667",141667,121,15,80,5.3,26,1,0,3,4,16,5.3,0,0,2,9.6,4.8,"0.2%"
"Salvon Ahmed",2020,"Dolphins","$466,471",466471,64,75,319,4.3,31,1,3,11,14,61,5.5,0,0,6,58,9.7,"0.0%"
"Salvon Ahmed",2021,"Dolphins","$780,000",780000,91,54,149,2.8,16,0,0,12,19,117,9.8,0,0,11,26.6,2.4,"0.0%"
"Salvon Ahmed",2022,"Dolphins","$895,000",895000,109,12,64,5.3,11,0,1,1,1,8,8,0,0,7,13.2,1.9,"0.0%"
"Salvon Ahmed",2023,"Dolphins","$1,410,000",1270000,75,22,61,2.8,10,0,1,16,23,88,5.5,1,0,9,26.9,3,"0.0%"
"Samaje Perine",2020,"Bengals","$825,000",825000,66,63,301,4.8,46,1,3,11,12,66,6,0,0,16,54.7,3.4,"16.9%"
"Samaje Perine",2021,"Bengals","$1,450,000",1800000,63,55,246,4.5,46,2,1,27,31,196,7.3,1,0,15,56.2,3.7,"16.9%"
"Samaje Perine",2022,"Bengals","$1,850,000",1500000,38,95,394,4.1,29,1,2,38,51,287,7.6,4,0,16,104.1,6.5,"16.9%"
"Samaje Perine",2023,"Broncos","$3,000,000",4500000,49,53,238,4.5,24,1,1,50,56,455,9.1,0,2,17,71.3,4.2,"16.9%"
"Sandro Platzgummer",2021,"Giants","$0",165600,171,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"0.0%"
"Sandro Platzgummer",2022,"Giants","$0",207000,159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"Saquon Barkley",2020,"Giants","$8,597,659",3405886,120,19,34,1.8,18,0,0,6,9,60,10,0,0,2,9.4,4.7,"99.8%"
"Saquon Barkley",2021,"Giants","$10,025,602",4833829,34,162,593,3.7,41,3,2,41,57,263,6.4,2,1,14,107.6,7.7,"99.8%"
"Saquon Barkley",2022,"Giants","$7,217,000",7217000,6,295,1312,4.4,68,9,10,57,76,338,5.9,0,0,16,227,14.2,"99.8%"
"Saquon Barkley",2023,"Giants","$10,091,000",10091000,13,247,962,3.9,36,7,6,41,60,280,6.8,4,2,14,182.2,13,"99.8%"
"Scottie Phillips",2020,"Texans","$215,294",215294,147,2,9,4.5,5,0,0,1,1,7,7,0,0,8,1.6,0.2,"0.0%"
"Scottie Phillips",2021,"Texans","$610,000",610000,143,6,13,2.2,4,0,0,2,3,9,4.5,0,0,3,2.2,0.7,"0.0%"
"Sean Tucker",2023,"Buccaneers","$751,666",755000,121,15,23,1.5,7,0,0,2,2,9,4.5,0,0,5,3.2,0.6,"5.7%"
"Senorise Perry",2020,"Titans","$687,353",797059,151,2,9,4.5,6,0,0,0,0,0,0,0,0,7,0.9,0.1,"0.0%"
"Snoop Conner",2022,"Jaguars","$786,567",1031268,112,12,42,3.5,8,0,1,0,0,0,0,0,0,5,10.2,2,"0.0%"
"Sony Michel",2020,"Patriots","$2,625,462",1355154,56,79,449,5.7,48,4,1,7,9,114,16.3,1,0,9,68.3,7.6,"0.0%"
"Sony Michel",2021,"Rams","$1,792,731",1792731,27,208,845,4.1,39,2,4,21,33,128,6.1,1,1,17,125.3,7.4,"0.0%"
"Spencer Brown",2021,"Panthers","$193,067",193067,178,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"Spencer Brown",2022,"Panthers","$200,000",2e+05,130,9,43,4.8,7,0,0,2,4,10,5,0,0,2,5.3,2.7,"0.0%"
"T.J. Yeldon",2020,"Bills","$1,900,000",1650000,104,10,70,7,34,1,0,1,4,22,22,1,0,3,15.2,5.1,"0.0%"
"Taiwan Jones",2020,"Bills","$1,656,250",1750000,171,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,"0.0%"
"Taiwan Jones",2021,"Bills","$1,667,647",1750000,180,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,"0.0%"
"Taiwan Jones",2022,"Bills","$1,047,500",1272500,182,0,0,0,0,0,0,0,0,0,0,0,1,7,-2,-0.3,"0.0%"
"Tank Bigsby",2023,"Jaguars","$980,530",1672120,85,50,132,2.6,12,0,2,1,4,6,6,0,2,16,21.8,1.4,"49.9%"
"Tarik Cohen",2020,"Bears","$3,041,289",8133000,116,14,74,5.3,17,0,0,6,9,41,6.8,0,0,3,11.5,3.8,"0.0%"
"Tarik Cohen",2021,"Bears","$3,250,000",1500000,186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"Tevin Coleman",2020,"49ers","$4,868,750",4900000,121,28,53,1.9,12,0,0,4,5,34,8.5,0,0,8,8.7,1.1,"0.0%"
"Tevin Coleman",2021,"Jets","$1,100,000",1100000,77,84,356,4.2,20,1,0,11,16,49,4.5,0,0,11,40.5,3.7,"0.0%"
"Tevin Coleman",2022,"49ers","$203,722",216222,96,12,26,2.2,14,0,1,3,3,44,14.7,1,0,3,19,6.3,"0.0%"
"Theo Riddick",2020,"Raiders","$397,059",481765,131,6,14,2.3,11,0,0,5,6,43,8.6,0,0,5,5.7,1.1,"0.0%"
"Tony Brooks-James",2020,"Falcons","$81,706",81706,158,3,4,1.3,4,0,0,0,0,0,0,0,0,1,0.4,0.4,"0.0%"
"Tony Pollard",2020,"Cowboys","$842,582",675000,41,101,435,4.3,42,4,4,28,40,193,6.9,1,0,16,92.8,5.8,"92.5%"
"Tony Pollard",2021,"Cowboys","$1,017,582",850000,29,130,719,5.5,58,4,2,39,46,337,8.6,0,0,15,123.6,8.2,"92.5%"
"Tony Pollard",2022,"Cowboys","$1,132,582",965000,8,193,1007,5.2,57,9,9,39,55,371,9.5,3,0,16,209.8,13.1,"92.5%"
"Tony Pollard",2023,"Cowboys","$10,091,000",10091000,18,252,1005,4,31,6,6,55,67,311,5.7,0,1,17,167.6,9.9,"92.5%"
"Travis Homer",2020,"Seahawks","$666,722",630882,90,25,88,3.5,12,0,0,9,10,90,10,1,0,9,23.8,2.6,"0.1%"
"Travis Homer",2021,"Seahawks","$885,840",850000,70,21,177,8.4,73,2,1,16,20,161,10.1,0,0,14,45.8,3.3,"0.1%"
"Travis Homer",2022,"Seahawks","$1,000,840",965000,85,19,74,3.9,16,0,0,16,18,157,9.8,1,1,12,27.1,2.3,"0.1%"
"Travis Homer",2023,"Bears","$1,860,294",2085294,143,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,"0.1%"
"Trayveon Williams",2020,"Bengals","$720,496",675000,100,26,157,6,55,1,0,5,5,30,6,0,1,10,16.7,1.7,"2.8%"
"Trayveon Williams",2021,"Bengals","$283,333",283333,131,15,51,3.4,10,0,0,1,2,4,4,0,0,4,5.5,1.4,"2.8%"
"Trayveon Williams",2022,"Bengals","$965,000",965000,125,6,30,5,16,0,0,2,3,30,15,0,0,9,6,0.7,"2.8%"
"Trayveon Williams",2023,"Bengals","$1,092,500",1232500,110,15,69,4.6,15,0,0,7,9,10,1.4,0,0,17,7.9,0.5,"2.8%"
"Trenton Cannon",2020,"Panthers","$750,000",750000,134,10,33,3.3,13,0,0,3,3,16,5.3,0,0,14,4.9,0.4,"0.0%"
"Trenton Cannon",2021,"49ers","$868,889",868889,197,3,4,1.3,3,0,0,0,0,0,0,0,1,10,-1.6,-0.2,"0.0%"
"Trenton Cannon",2022,"Titans","$503,889",585444,181,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"0.0%"
"Trestan Ebner",2022,"Bears","$746,484",870936,135,24,54,2.3,11,0,0,2,8,8,4,0,1,11,4.2,0.4,"0.0%"
"Trey Edmunds",2020,"Steelers","$264,706",264706,174,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"0.0%"
"Trey Edmunds",2021,"Steelers","$334,000",334000,183,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"Trey Ragas",2021,"Raiders","$165,467",165467,151,1,9,9,9,0,0,2,2,6,3,0,0,1,1.5,1.5,"0.0%"
"Trey Sermon",2021,"49ers","$804,321",1482285,93,41,167,4.1,16,0,1,3,4,26,8.7,0,0,6,25.3,4.2,"12.5%"
"Trey Sermon",2022,"Eagles","$881,497",881497,143,2,19,9.5,14,0,0,0,0,0,0,0,0,1,1.9,1.9,"12.5%"
"Trey Sermon",2023,"Colts","$835,556",835556,89,35,160,4.6,27,1,0,3,6,13,4.3,0,0,12,17.3,1.4,"12.5%"
"Troymaine Pope",2020,"Chargers","$16,800",16800,115,15,76,5.1,26,1,0,8,10,42,5.3,0,0,6,11.8,2,"0.0%"
"Ty Chandler",2022,"Vikings","$611,656",835789,142,6,20,3.3,10,0,0,0,0,0,0,0,0,2,2,1,"28.4%"
"Ty Chandler",2023,"Vikings","$944,711",870000,44,102,461,4.5,31,3,3,21,25,159,7.6,0,0,16,80,5,"28.4%"
"Ty Johnson",2020,"Jets","$555,882",555882,70,54,254,4.7,34,1,1,16,21,99,6.2,1,0,13,47.3,3.6,"2.3%"
"Ty Johnson",2021,"Jets","$850,000",850000,52,61,238,3.9,24,2,2,34,55,372,10.9,2,1,15,83,5.5,"2.3%"
"Ty Johnson",2022,"Jets","$965,000",965000,77,30,160,5.3,32,2,1,12,24,88,7.3,0,0,12,30.8,2.6,"2.3%"
"Ty Johnson",2023,"Bills","$626,667",720000,77,30,132,4.4,13,0,0,7,7,62,8.9,1,0,9,25.4,2.8,"2.3%"
"Tyjae Spears",2023,"Titans","$998,291",1743164,39,100,453,4.5,23,3,2,52,70,385,7.4,1,0,17,101.8,6,"52.0%"
"Tyler Allgeier",2022,"Falcons","$788,472",1038888,22,210,1035,4.9,44,6,3,16,17,139,8.7,1,0,16,143.4,9,"40.7%"
"Tyler Allgeier",2023,"Falcons","$953,472",870000,34,186,683,3.7,31,2,4,18,23,193,10.7,1,0,17,119.6,7,"40.7%"
"Tyler Badie",2022,"Broncos","$78,333",78333,120,1,0,0,0,0,0,1,1,24,24,1,0,1,8.4,8.4,"0.7%"
"Tyler Ervin",2020,"Packers","$887,500",1047500,106,13,67,5.2,21,1,0,11,15,84,7.6,0,0,8,15.1,1.9,"0.0%"
"Tyler Goodson",2023,"Colts","$125,000",125000,94,13,87,6.7,31,1,0,6,9,34,5.7,0,0,6,12.1,2,"3.7%"
"Tyrion Davis-Price",2022,"49ers","$928,826",1600304,113,34,99,2.9,20,1,0,0,2,0,0,0,0,5,9.9,2,"0.0%"
"Tyrion Davis-Price",2023,"49ers","$60,000",60000,127,6,21,3.5,15,0,0,0,0,0,0,0,0,1,2.1,2.1,"0.0%"
"Wendell Smallwood",2020,"Steelers","$245,529",245529,185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"Wendell Smallwood",2021,"Commanders","$263,000",263000,134,5,25,5,13,0,0,4,5,22,5.5,0,0,2,4.7,2.4,"0.0%"
"Xavier Jones",2020,"Rams","$613,000",619000,160,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,"0.0%"
"Zach Charbonnet",2023,"Seahawks","$1,250,196",2750784,48,108,462,4.3,23,4,1,33,40,209,6.3,0,0,16,73.1,4.6,"64.4%"
"Zach Evans",2023,"Rams","$783,333",883332,130,9,19,2.1,5,0,0,0,0,0,0,0,0,4,1.9,0.5,"0.0%"
